,text
258,"Covid-19 rules are changing across the UK this week, and we know that some people in our community will have mixed… https://t.co/QuKWcwJKDq"
259,Here's one of the 10 best research articles published by the MJA in 2021: Trajectories of depression and anxiety sy… https://t.co/8iMH8rRrjs
260,"RT : So.... news broke, at 7 pm on a Saturday, that  has done an about-face. In spite of hearing from  on W…"
261,RT : Meditation and cardiovascular risk?   well plausible benefit but clinical trials needed... Me…
262,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/x13H9HRVgN
263,"RT : If you are looking for support for any aspect of #cancer, especially anxiety about reopening and worrying about how you w…"
264,"RT : One in four Canadians aged 18 and older experienced symptoms consistent with depression, anxiety or post-traumatic stress…"
265,"RT : One in four Canadians aged 18 and older experienced symptoms consistent with depression, anxiety or post-traumatic stress…"
266,Covid-19 and damage lung 🫁 anxiety does affect breathing ? And losing someone like death in family adds to lonesomeness .
267,"RT : If you are looking for support for any aspect of #cancer, especially anxiety about reopening and worrying about how you w…"
268,"RT : If you are looking for support for any aspect of #cancer, especially anxiety about reopening and worrying about how you w…"
269,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/t6X0X7moB7
270,Covid-19 trauma is a real thing. I can hardly bring myself to listen the songs I was listening to when I was sick.… https://t.co/tcuNLF5wYT
271,"“I have teachers and administrators rate themselves on a one-to-10 scale for anxiety and distress, and their self-r… https://t.co/vKRMAi5eUM"
272,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/x13H9HRVgN
273,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/x13H9HRVgN
274,"RT : So.... news broke, at 7 pm on a Saturday, that  has done an about-face. In spite of hearing from  on W…"
275,"RT : One in four Canadians aged 18 and older experienced symptoms consistent with depression, anxiety or post-traumatic stress…"
276, Can you even name one athlete who died from the Covid-19 vaccine? #covid19 #misinformation #fear #anxiety… https://t.co/Qhk6GQSoEI
277,"RT : Socio-Demographic Variables, Fear of COVID-19, Anxiety, and Depression: Prevalence, Relationships and Explanatory Model in…"
278,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/x13H9HRVgN
279,"RT : So.... news broke, at 7 pm on a Saturday, that  has done an about-face. In spite of hearing from  on W…"
280,"RT : So.... news broke, at 7 pm on a Saturday, that  has done an about-face. In spite of hearing from  on W…"
281,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/x13H9HRVgN
282,"Even with the recent Omicron-fueled surge of coronavirus cases, family travel is rebounding in a big way in the U.S… https://t.co/XtNjHpfhsp"
283," Meanwhile, outside the  reality distortion field:

""These are serious numbers ... doctors tel… https://t.co/p0q7oqkGQB"
284,Relationship between social exclusion and anxiety in older people during the COVID‐19 pandemic - https://t.co/uyENIuiJno
285,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/x13H9HRVgN
286,"13. Unsurprisingly, Long COVID researchers are finding that people who get COVID-19 are at ""increased risk of mood… https://t.co/trTTPLHWLm"
287,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/t6X0X7moB7
288,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/x13H9HRVgN
289,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/x13H9HRVgN
290,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/x13H9HRVgN
291,"RT : Needles can be scary for many of us, and with most children now eligible for their COVID-19 vaccine, parents may be unsur…"
292,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/x13H9HRVgN
293,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/x13H9HRVgN
294,"RT : If you are looking for support for any aspect of #cancer, especially anxiety about reopening and worrying about how you w…"
295,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/x13H9HRVgN
296,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/x13H9HRVgN
297,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/x13H9HRVgN
298,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/x13H9HRVgN
299,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/x13H9HRVgN
300,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/x13H9HRVgN
301,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/x13H9HRVgN
302,"RT : One in four Canadians aged 18 and older experienced symptoms consistent with depression, anxiety or post-traumatic stress…"
303,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/x13H9HRVgN
304,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/x13H9HRVgN
305,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/x13H9HRVgN
306,"RT : Needles can be scary for many of us, and with most children now eligible for their COVID-19 vaccine, parents may be unsur…"
307,"RT : If you are looking for support for any aspect of #cancer, especially anxiety about reopening and worrying about how you w…"
308,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/x13H9HRVgN
309,"RT : So.... news broke, at 7 pm on a Saturday, that  has done an about-face. In spite of hearing from  on W…"
310,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/x13H9HRVgN
311,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/x13H9HRVgN
312,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/x13H9HRVgN
313,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/x13H9HRVgN
314,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/x13H9HRVgN
315,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/x13H9HRVgN
316,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/x13H9HRVgN
317,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/x13H9HRVgN
318,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/x13H9HRVgN
319,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/x13H9HRVgN
320,Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/x13H9HRVgN
321,"RT : So.... news broke, at 7 pm on a Saturday, that  has done an about-face. In spite of hearing from  on W…"
322,"RT : If you are looking for support for any aspect of #cancer, especially anxiety about reopening and worrying about how you w…"
323,"""Research in the Lancet, a medical journal, suggests that the pandemic caused almost 130m new cases of depression a… https://t.co/WKli9Gcr4N"
324,"It is very easy to become frustrated, anxious and worried about the outcome of Covid-19, and all it has changed.
In… https://t.co/1eOtd5wro1"
325,"Crisis Text Line:
US: 741741
CA: 741741
UK: 85258
Ireland: 50808

Text HOME to connect with a crisis counselor anyt… https://t.co/oNrXHUG0JZ"
326,"The pandemic has impacted our lives for nearly two years. Dr. Justin Ross, UCHealth licensed clinical psychologist… https://t.co/jP3t4ZahUu"
327,"RT : So.... news broke, at 7 pm on a Saturday, that  has done an about-face. In spite of hearing from  on W…"
328,"RT : So.... news broke, at 7 pm on a Saturday, that  has done an about-face. In spite of hearing from  on W…"
329,"RT : If you are looking for support for any aspect of #cancer, especially anxiety about reopening and worrying about how you w…"
330,"Even with the recent Omicron-fueled surge of coronavirus cases, family travel is rebounding in a big way in the U.S… https://t.co/XR5nJSudQi"
331,"#COVID 19: Like it or not, affects every aspect of our lives 

It comes with fear and anxiety over many things; lov… https://t.co/xjTdGFYLDF"
332,"Covid 19 and the rest of the avengers really fucked things up.. I was suppose to start some good shit in 2020, but… https://t.co/l3myFoxszm"
333,"RT : Working in #education right now can create a lot of #anxiety. If you’re looking for supports, visit the  #carefora…"
334,They were given 6 times the appropriate dose. And in the same breath they say: “We know this type of incident can c… https://t.co/tjgudYPtUa
335,"Working in #education right now can create a lot of #anxiety. If you’re looking for supports, visit the … https://t.co/kyaIaTLRol"
336,"Working in #education right now can create a lot of #anxiety. If you’re looking for supports, visit the … https://t.co/bbyQw4VAHL"
337,"RT : So.... news broke, at 7 pm on a Saturday, that  has done an about-face. In spite of hearing from  on W…"
338,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/t6X0X7moB7
339,"RT : One in four Canadians aged 18 and older experienced symptoms consistent with depression, anxiety or post-traumatic stress…"
340,"RT : So.... news broke, at 7 pm on a Saturday, that  has done an about-face. In spite of hearing from  on W…"
341,"About 2% of Americans have #OCD, an often disabling condition that worsens in the face of stress and uncertainty.… https://t.co/HFTUSVRDOs"
342,"RT : I'm very flattered my column about trying to get my parents Covid-19 treatment, when they recently got sick, was in …"
343,"I'm very flattered my column about trying to get my parents Covid-19 treatment, when they recently got sick, was in… https://t.co/czsdPVuDWK"
344,2 years of COVID-19: Here's why that social anxiety you're feeling is normal https://t.co/1E3hRNOsNE
345,"Even with the recent Omicron-fueled surge of coronavirus cases, family travel is rebounding in a big way in the U.S… https://t.co/MpS7H7emgI"
346,"RT : So.... news broke, at 7 pm on a Saturday, that  has done an about-face. In spite of hearing from  on W…"
347,RT : The COVID-19 pandemic has made life tough for everyone including those with obsessive compulsive disorder and new research…
